Please wait while I teach myself to play Sim-5.
This may take a few minutes.
14883
Elapsed time: 313.745809
I'm ready to play. You go first.

         1054912572 function calls (1054893732 primitive calls) in 314.299 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       86    0.000    0.000    0.000    0.000 enum.py:1515(__and__)
      314    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
       74    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
      107    0.000    0.000    0.000    0.000 __init__.py:163(match)
       70    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1542(_IPv4Constants)
       23    0.000    0.000    0.000    0.000 overrides.py:221(decorator)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
      149    0.000    0.000    0.000    0.000 enum.py:685(__call__)
      841    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:178(sub)
       14    0.000    0.000    0.000    0.000 __init__.py:198(split)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1475(__init__)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:528(_init_fn)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      600    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       52    0.000    0.000    0.000    0.000 core.py:894(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrays.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
      479    0.000    0.000    0.000    0.000 _parser.py:170(append)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
      618    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       46    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
      248    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 decorators.py:356(argmap)
      784    0.000    0.000    0.000    0.000 _parser.py:247(match)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
        2    0.000    0.000    0.000    0.000 cluster.py:1(<module>)
       38    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
        5    0.000    0.000    0.000    0.000 getlimits.py:476(__new__)
      643    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      325    0.000    0.000    0.000    0.000 function_base.py:451(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 edge_augmentation.py:1(<module>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 coreviews.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2858(__new__)
       34    0.000    0.000    0.000    0.000 typing.py:168(_type_check)
      642    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
      126    0.000    0.000    0.000    0.000 typing.py:1290(__setattr__)
       29    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
       14    0.000    0.000    0.000    0.000 core.py:8222(__init__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1889(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       12    0.000    0.000    0.000    0.000 datetime.py:592(__new__)
        1    0.000    0.000    0.000    0.000 graph6.py:1(<module>)
     1071    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        9    0.000    0.000    0.000    0.000 typing.py:1565(copy_with)
        2    0.000    0.000    0.000    0.000 kcomponents.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
     1755    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      981    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 typing.py:2839(_make_nmtuple)
      322    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
      149    0.000    0.000    0.000    0.000 enum.py:1091(__new__)
       14    0.000    0.000    0.000    0.000 core.py:8227(getdoc)
        1    0.000    0.000    0.000    0.000 exception.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
      614    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        2    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
       26    0.000    0.000    0.000    0.000 enum.py:364(__setitem__)
      104    0.000    0.000    0.000    0.000 _compiler.py:396(_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:362(_get_scalar_type_map)
      554    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
       13    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:373(<dictcomp>)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
      496    0.000    0.000    0.000    0.000 _parser.py:158(__len__)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 smallworld.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weighted.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
      116    0.000    0.000    0.000    0.000 __init__.py:321(filter)
      352    0.000    0.000    0.000    0.000 _parser.py:284(tell)
       96    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
        2    0.000    0.000    0.000    0.000 dataclasses.py:588(_repr_fn)
        1    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
       56    0.000    0.000    0.000    0.000 inspect.py:2686(__init__)
        1    0.000    0.000    0.000    0.000 _interface.py:1(<module>)
       17    0.000    0.000    0.000    0.000 typing.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:58(Sectioned)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 multigraph.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
        2    0.000    0.000    0.000    0.000 triads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:1505(__or__)
        1    0.000    0.000    0.000    0.000 tournament.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:509(_init)
        1    0.000    0.000    0.000    0.000 core.py:6527(__new__)
        1    0.000    0.000    0.000    0.000 biconnected.py:1(<module>)
        2    0.000    0.000    0.000    0.000 distance_measures.py:1(<module>)
    55/41    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
      211    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
       53    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
      322    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
       32    0.000    0.000    0.000    0.000 _parser.py:265(getuntil)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 link_prediction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random_graphs.py:1(<module>)
      342    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphml.py:1(<module>)
       35    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 ismags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 group.py:1(<module>)
      116    0.000    0.000    0.000    0.000 _parser.py:1090(expand_template)
       29    0.000    0.000    0.000    0.000 _compiler.py:386(<listcomp>)
      130    0.000    0.000    0.000    0.000 typing.py:1238(_is_dunder)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
       44    0.000    0.000    0.000    0.000 _parser.py:222(__init__)
      350    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       18    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        3    0.000    0.000    0.000    0.000 enum.py:481(__prepare__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
       53    0.000    0.000    0.000    0.000 _parser.py:307(_class_escape)
        1    0.000    0.000    0.000    0.000 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       59    0.000    0.000    0.000    0.000 enum.py:78(_is_private)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 community.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1571(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       21    0.000    0.000    0.000    0.000 typing.py:1561(<genexpr>)
       56    0.000    0.000    0.000    0.000 _parser.py:367(_escape)
       35    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
       90    0.000    0.000    0.000    0.000 decorators.py:303(py_random_state)
        1    0.000    0.000    0.000    0.000 dag.py:1(<module>)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
        6    0.000    0.000    0.000    0.000 contextlib.py:260(contextmanager)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        7    0.000    0.000    0.000    0.000 __init__.py:72(CFUNCTYPE)
      150    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
      623    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 contextlib.py:78(inner)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 _adapters.py:8(Message)
      413    0.000    0.000    0.000    0.000 decorators.py:692(__init__)
        6    0.000    0.000    0.000    0.000 numeric.py:2536(extend_all)
        1    0.000    0.000    0.000    0.000 digraph.py:1(<module>)
      342    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quality.py:1(<module>)
      252    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 planarity.py:1(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:689(<genexpr>)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:1(<module>)
      210    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
      208    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
    46/36    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      554    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
      421    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 enum.py:1374(_missing_)
        1    0.000    0.000    0.000    0.000 typing.py:697(Optional)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
      209    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        2    0.000    0.000    0.000    0.000 cuts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ismags.py:226(ISMAGS)
       34    0.000    0.000    0.000    0.000 typing.py:159(_type_convert)
        1    0.000    0.000    0.000    0.000 _csc.py:16(csc_matrix)
        1    0.000    0.000    0.000    0.000 kcomponents.py:196(_AntiGraph)
        1    0.000    0.000    0.000    0.000 _adapters.py:42(CompatibilityFiles)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
        1    0.000    0.000    0.000    0.000 cycles.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 strongly_connected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2697(MaskedArray)
      464    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        1    0.000    0.000    0.000    0.000 _decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 treewidth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
    46/36    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 simple_paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 small.py:1(<module>)
        3    0.000    0.000    0.000    0.000 basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coding.py:1(<module>)
      929    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 degree_alg.py:1(<module>)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
      406    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
       77    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        2    0.000    0.000    0.000    0.000 edgelist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:56(Traversable)
        1    0.000    0.000    0.000    0.000 product.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x0000029E632A2CA0}
        1    0.000    0.000    0.000    0.000 laplacianmatrix.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:32(_register)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 __init__.py:264(_reset_cache)
        1    0.000    0.000    0.000    0.000 multidigraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reciprocity.py:1(<module>)
      324    0.000    0.000    0.000    0.000 _internal.py:880(<genexpr>)
        1    0.000    0.000    0.000    0.000 unweighted.py:1(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 adjlist.py:1(<module>)
      838    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:2808(__new__)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asteroidal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        1    0.000    0.000    0.000    0.000 breadth_first_search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sputils.py:1(<module>)
      554    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        1    0.000    0.000    0.000    0.000 threading.py:1402(__init__)
      946    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 degree_seq.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:2972(__init__)
       27    0.000    0.000    0.000    0.000 decorators.py:103(open_file)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        9    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
      192    0.000    0.000    0.000    0.000 _parser.py:79(groups)
        1    0.000    0.000    0.000    0.000 gml.py:276(Pattern)
       43    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 networksimplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weakly_connected.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
        1    0.000    0.000    0.000    0.000 _svds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:2035(__init_subclass__)
        1    0.000    0.000    0.000    0.000 katz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       12    0.000    0.000    0.000    0.000 small.py:44(_raise_on_directed)
        7    0.000    0.000    0.000    0.000 _arrays.py:57(_matrix_doc_to_array)
       48    0.000    0.000    0.000    0.000 lapack.py:861(backtickrepl)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subgraph_alg.py:1(<module>)
       84    0.000    0.000    0.000    0.000 backends.py:103(_register_algo)
        1    0.000    0.000    0.000    0.000 internet_as_graphs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 d_separation.py:1(<module>)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:315(_subx)
       72    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
        1    0.000    0.000    0.000    0.000 asyn_fluid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 directed.py:1(<module>)
       86    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        1    0.000    0.000    0.000    0.000 atlas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 recognition.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 line.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomials.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:838(__init__)
        1    0.000    0.000    0.000    0.000 decomposition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2966(__array_finalize__)
        1    0.000    0.000    0.000    0.000 dinitz_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigenvector.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bridges.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:249(dirname)
       17    0.000    0.000    0.000    0.000 typing.py:245(_collect_parameters)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 projection.py:1(<module>)
       14    0.000    0.000    0.000    0.000 core.py:8239(_replace_return_type)
      508    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 modularitymatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1564(_guarded_repr_or_str)
      116    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chains.py:1(<module>)
        1    0.000    0.000    0.000    0.000 label_propagation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 swap.py:1(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
        1    0.000    0.000    0.000    0.000 louvain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 gomory_hu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dense.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:1364(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 efficiency_measures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowest_common_ancestors.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:311(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 __init__.py:305(_compile_repl)
      109    0.000    0.000    0.000    0.000 _parser.py:166(__setitem__)
        1    0.000    0.000    0.000    0.000 communicability_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tree_isomorphism.py:1(<module>)
       46    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        6    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 maxcut.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:208(split)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:939(_get_mixins_)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        2    0.000    0.000    0.000    0.000 matfuncs.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 distance_regular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_latex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 generic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attracting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:93(_CopyMode)
      563    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 capacityscaling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 current_flow_closeness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mst.py:28(EdgePartition)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 duplication.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6753(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 sparsifiers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 steinertree.py:1(<module>)
       33    0.000    0.000    0.000    0.000 types.py:164(__init__)
       46    0.000    0.000    0.000    0.000 enum.py:37(_is_descriptor)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        7    0.000    0.000    0.000    0.000 inspect.py:167(get_annotations)
        1    0.000    0.000    0.000    0.000 trophic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        1    0.000    0.000    0.000    0.000 boundary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiline_adjlist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stoerwagner.py:1(<module>)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        2    0.000    0.000    0.000    0.000 __init__.py:342(__init__)
       31    0.000    0.000    0.000    0.000 functools.py:966(__init__)
      704    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       16    0.000    0.000    0.000    0.000 dataclasses.py:827(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness_subset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:225(<listcomp>)
       78    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 nx_pydot.py:1(<module>)
      185    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 intersection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lattice.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3115(view)
      263    0.000    0.000    0.000    0.000 _add_newdocs.py:18(add_newdoc)
        1    0.000    0.000    0.000    0.000 bethehessianmatrix.py:1(<module>)
       59    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ramsey.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
        1    0.000    0.000    0.000    0.000 joint_degree_seq.py:1(<module>)
