Please wait while I teach myself to play Sim-5.
This may take a few minutes.
14883
Elapsed time: 279.913106
I'm ready to play. You go first.

         1048127414 function calls (1048108574 primitive calls) in 280.421 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 index_tricks.py:313(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
       31    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 __init__.py:393(__getitem__)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
        9    0.000    0.000    0.000    0.000 typing.py:275(_check_generic)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 __init__.py:216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
       23    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        6    0.000    0.000    0.000    0.000 getlimits.py:692(max)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {scipy.special._comb._comb_int}
        1    0.000    0.000    0.000    0.000 datetime.py:1315(time)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1393(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:336(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 _csr.py:17(csr_matrix)
        1    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:538(normpath)
        1    0.000    0.000    0.000    0.000 zipfile.py:346(ZipInfo)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       30    0.000    0.000    0.000    0.000 enum.py:913(<lambda>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:327(__set_name__)
        1    0.000    0.000    0.000    0.000 threading.py:822(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:917(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:217(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
       11    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        7    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sim.py:18(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 core.py:6517(MaskedConstant)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:922(PathDistribution)
        1    0.000    0.000    0.000    0.000 gexf.py:274(GEXFWriter)
        1    0.000    0.000    0.000    0.000 planarity.py:218(ConflictPair)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        1    0.000    0.000    0.000    0.000 sim.py:19(<dictcomp>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 _interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
       13    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 __init__.py:896(MetadataPathFinder)
        3    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 coreviews.py:109(UnionAtlas)
        1    0.000    0.000    0.000    0.000 zipfile.py:806(ZipExtFile)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _arrays.py:10(_sparray)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       18    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 extras.py:1519(MAxisConcatenator)
       14    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        8    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:840(TemporaryDirectory)
       56    0.000    0.000    0.000    0.000 inspect.py:2747(annotation)
        1    0.000    0.000    0.000    0.000 gexf.py:179(GEXF)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
       16    0.000    0.000    0.000    0.000 enum.py:92(_is_single_bit)
       14    0.000    0.000    0.000    0.000 enum.py:1243(value)
        1    0.000    0.000    0.000    0.000 reportviews.py:116(NodeView)
        2    0.000    0.000    0.000    0.000 __init__.py:754(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:351(EntryPoints)
        1    0.000    0.000    0.000    0.000 zipfile.py:2226(CompleteDirs)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1767(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 dispersion.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:79(<genexpr>)
        3    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
        8    0.000    0.000    0.000    0.000 typing.py:1657(__eq__)
        1    0.000    0.000    0.000    0.000 branchings.py:188(MultiDiGraph_EdgeKey)
        1    0.000    0.000    0.000    0.000 _internal.py:248(_ctypes)
        2    0.000    0.000    0.000    0.000 core.py:6620(__setattr__)
       18    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
       46    0.000    0.000    0.000    0.000 enum.py:1142(__init__)
       56    0.000    0.000    0.000    0.000 inspect.py:2751(kind)
        6    0.000    0.000    0.000    0.000 typing.py:1364(__hash__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1999(PyZipFile)
        4    0.000    0.000    0.000    0.000 selectors.py:583(_can_use)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 sim.py:98(Opponent)
        1    0.000    0.000    0.000    0.000 socket.py:663(SocketIO)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       20    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphml.py:381(GraphML)
        1    0.000    0.000    0.000    0.000 abc.py:177(InspectLoader)
        1    0.000    0.000    0.000    0.000 networksimplex.py:14(_DataEssentialsAndFunctions)
        1    0.000    0.000    0.000    0.000 __init__.py:12(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        2    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        7    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        1    0.000    0.000    0.000    0.000 reportviews.py:1037(OutEdgeView)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 _exceptions.py:224(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:183(_ndptr)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:274(PythonRandomInterface)
        1    0.000    0.000    0.000    0.000 graph.py:732(nodes)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:147(GraphMatcher)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:9(_HeapElement)
        7    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        3    0.000    0.000    0.000    0.000 index_tricks.py:323(__init__)
       13    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        2    0.000    0.000    0.000    0.000 dataclasses.py:548(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 gexf.py:686(GEXFReader)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:895(_resolve_filename)
        1    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:1641(_simple_enum)
        1    0.000    0.000    0.000    0.000 random.py:215(__init_subclass__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 __init__.py:467(SelectableGroups)
        1    0.000    0.000    0.000    0.000 _adapters.py:48(SpecPath)
        1    0.000    0.000    0.000    0.000 abc.py:131(TraversableResources)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1017(<listcomp>)
        1    0.000    0.000    0.000    0.000 coreviews.py:266(FilterAtlas)
        1    0.000    0.000    0.000    0.000 threading.py:637(Barrier)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 __init__.py:255(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       12    0.000    0.000    0.000    0.000 typing.py:2040(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:820(_Quoter)
       10    0.000    0.000    0.000    0.000 __init__.py:322(_wrap_deprecated_method)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1384(TreeBuilder)
        1    0.000    0.000    0.000    0.000 planarity.py:253(LRPlanarity)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:144(TimeRespectingDiGraphMatcher)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 core.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 _parser.py:1006(addgroup)
       13    0.000    0.000    0.000    0.000 enum.py:238(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:412(Deprecated)
        1    0.000    0.000    0.000    0.000 __init__.py:862(Prepared)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        3    0.000    0.000    0.000    0.000 matchhelpers.py:21(copyfunc)
        1    0.000    0.000    0.000    0.000 _globals.py:80(__new__)
        1    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(__init__)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        4    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
        2    0.000    0.000    0.000    0.000 dataclasses.py:346(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 core.py:6322(mvoid)
        8    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        6    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:811(__getattr__)
        1    0.000    0.000    0.000    0.000 reportviews.py:283(NodeDataView)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.000    0.000 _data.py:157(_minmax_mixin)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 enum.py:791(__iter__)
        4    0.000    0.000    0.000    0.000 enum.py:803(__members__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:437(_field_assign)
        1    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 zipfile.py:786(_Tellable)
        1    0.000    0.000    0.000    0.000 graphml.py:837(GraphMLReader)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:239(EdgeComponentAuxGraph)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2372(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 _interface.py:507(_CustomLinearOperator)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        3    0.000    0.000    0.000    0.000 enum.py:1450(<listcomp>)
        7    0.000    0.000    0.000    0.000 enum.py:1371(<lambda>)
        1    0.000    0.000    0.000    0.000 typing.py:1947(_caller)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2173(IPv6Network)
        1    0.000    0.000    0.000    0.000 reportviews.py:379(DiDegreeView)
        1    0.000    0.000    0.000    0.000 __init__.py:507(PackagePath)
        1    0.000    0.000    0.000    0.000 threading.py:544(Event)
        1    0.000    0.000    0.000    0.000 clique.py:758(MaxWeightClique)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 extras.py:1567(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:962(create_module)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        2    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1662(__hash__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 _globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 arrayprint.py:905(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1351(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        3    0.000    0.000    0.000    0.000 datetime.py:2317(_create)
        1    0.000    0.000    0.000    0.000 graphml.py:461(GraphMLWriter)
        1    0.000    0.000    0.000    0.000 kcomponents.py:265(AntiAdjacencyView)
        1    0.000    0.000    0.000    0.000 branchings.py:283(Edmonds)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:170(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 sim.py:31(GameBoard)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1202(dataclass)
        1    0.000    0.000    0.000    0.000 __init__.py:736(Context)
        1    0.000    0.000    0.000    0.000 backends.py:70(PluginInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:1135(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 internet_as_graphs.py:71(AS_graph_generator)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1506(XMLParser)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:35(InverseLaplacian)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        4    0.000    0.000    0.000    0.000 core.py:3405(dtype)
        1    0.000    0.000    0.000    0.000 blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 arpack.py:988(IterOpInv)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        4    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        4    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
        1    0.000    0.000    0.000    0.000 pathlib.py:422(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:331(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 __init__.py:123(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 reportviews.py:811(EdgeDataView)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 degree_seq.py:750(DegreeSequenceRandomGraph)
        1    0.000    0.000    0.000    0.000 ElementTree.py:477(QName)
        1    0.000    0.000    0.000    0.000 attrmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 index_tricks.py:619(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 _pep440.py:45(Infinity)
        1    0.000    0.000    0.000    0.000 _interface.py:755(IdentityOperator)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2402(get_origin)
        1    0.000    0.000    0.000    0.000 coreviews.py:22(AtlasView)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 datetime.py:1284(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:92(MappedQueue)
        1    0.000    0.000    0.000    0.000 __init__.py:321(CDLL)
        9    0.000    0.000    0.000    0.000 _globals.py:86(__repr__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:30(<dictcomp>)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:48(non_reentrant)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        6    0.000    0.000    0.000    0.000 dataclasses.py:1106(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1005(_set_native_id)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 abc.py:43(Finder)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 core.py:6712(_extrema_operation)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 typing.py:897(__hash__)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 heaps.py:281(BinaryHeap)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 zipfile.py:622(LZMACompressor)
        1    0.000    0.000    0.000    0.000 threading.py:1370(Timer)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:377(_Node)
        1    0.000    0.000    0.000    0.000 planarity.py:763(PlanarEmbedding)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:21(_PCGSolver)
        1    0.000    0.000    0.000    0.000 _interface.py:634(_ProductLinearOperator)
        4    0.000    0.000    0.000    0.000 iterative.py:119(set_docstring)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:393(LazyOperatorNormInfo)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1062(<listcomp>)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:300(_Selector)
        1    0.000    0.000    0.000    0.000 gzip.py:455(_GzipReader)
        2    0.000    0.000    0.000    0.000 graph.py:59(__set__)
        1    0.000    0.000    0.000    0.000 reportviews.py:736(OutEdgeDataView)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 _adapters.py:83(ChildPath)
        1    0.000    0.000    0.000    0.000 pairs.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 getlimits.py:613(iinfo)
        1    0.000    0.000    0.000    0.000 _internal.py:613(_Stream)
        1    0.000    0.000    0.000    0.000 function_base.py:2117(vectorize)
        6    0.000    0.000    0.000    0.000 core.py:846(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 core.py:8209(_convert2ma)
        1    0.000    0.000    0.000    0.000 termcolor.py:33(__getattr__)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
        7    0.000    0.000    0.000    0.000 inspect.py:3036(return_annotation)
        1    0.000    0.000    0.000    0.000 typing.py:938(__init__)
        1    0.000    0.000    0.000    0.000 union_find.py:8(UnionFind)
        1    0.000    0.000    0.000    0.000 zipfile.py:746(_SharedFile)
        1    0.000    0.000    0.000    0.000 threading.py:1317(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 utils.py:19(CurrentEdge)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:75(TimeRespectingGraphMatcher)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:370(_FuncPtr)
        3    0.000    0.000    0.000    0.000 __init__.py:504(CFunctionType)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        3    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        1    0.000    0.000    0.000    0.000 core.py:2589(MaskedIterator)
        4    0.000    0.000    0.000    0.000 core.py:6521(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:840(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _util.py:375(MapWrapper)
        1    0.000    0.000    0.000    0.000 random.py:787(SystemRandom)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.000    0.000 __init__.py:46(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 zipfile.py:2286(FastLookup)
